city,segment,sales,sales,sales,sales,sales,profit,profit,profit,profit,profit
West Jordan,Consumer,62.370000000000005,311.85,92.94,5.04,5,20.534460000000003,102.6723,41.823,0.2016,5
West Palm Beach,Consumer,64.104,128.208,72.224,55.984,2,14.738600000000002,29.477200000000003,25.2784,4.1988,2
West Palm Beach,Home Office,13.12,13.12,13.12,13.12,1,2.132,2.132,2.132,2.132,1
Westfield,Corporate,80.745,161.49,129.93,31.56,2,11.7039,23.4078,12.993,10.4148,2
Westfield,Home Office,89.5575,358.23,254.97,4.66,4,32.442,129.768,91.7892,1.3514,4
Westland,Consumer,158.30584615384618,2057.976,965.85,13.98,13,29.969192307692307,389.5995,135.219,4.0542,13
Westminster,Consumer,225.09682352941175,3826.6459999999997,1473.1,4.448,17,44.92285882352942,763.6886000000001,412.468,1.4456,17
Wheeling,Consumer,352.6215,1410.486,673.344,14.136,4,-92.56785,-370.2714,15.192,-300.735,4
Wheeling,Home Office,178.82666666666668,536.48,447.84,6.24,3,87.62506666666667,262.8752,219.4416,3.0576,3
Whittier,Consumer,444.768,444.768,444.768,444.768,1,44.4768,44.4768,44.4768,44.4768,1
Wichita,Consumer,135.214,676.0699999999999,279.9,18.9,5,51.14284,255.7142,137.151,8.694,5
Wichita,Home Office,74.6,149.2,127.96,21.24,2,34.1062,68.2124,60.1412,8.0712,2
Wilmington,Consumer,162.48429166666668,3899.623,1268.82,3.282,24,37.52460833333333,900.5906,266.4522,-48.7839,24
Wilmington,Corporate,280.5486666666667,2524.938,1025.88,9.96,9,71.68891111111111,645.2002,235.9524,-37.1124,9
Wilmington,Home Office,290.8333333333333,872.5,849.95,11.01,3,133.97036666666665,401.9111,390.977,5.3949,3
Wilson,Consumer,84.77199999999999,169.54399999999998,163.136,6.408,2,7.739599999999999,15.479199999999999,20.392,-4.9128,2
Wilson,Corporate,63.936,191.808,129.552,10.272,3,-8.134400000000001,-24.403200000000002,3.4668,-22.6716,3
Wilson,Home Office,7.38,7.38,7.38,7.38,1,-5.412,-5.412,-5.412,-5.412,1
Woodbury,Corporate,202.54999999999998,607.65,535.41,32.34,3,65.3654,196.09619999999998,160.623,15.5232,3
Woodland,Consumer,239.984,239.984,239.984,239.984,1,23.9984,23.9984,23.9984,23.9984,1
Woodland,Corporate,12.339,24.678,20.928,3.75,2,4.6932,9.3864,7.5864,1.8,2
Woodstock,Consumer,98.5,295.5,272.61,8.85,3,30.3871,91.1613,98.1396,-13.7175,3
Woodstock,Corporate,845.488,845.488,845.488,845.488,1,-12.0784,-12.0784,-12.0784,-12.0784,1
Woodstock,Home Office,2.912,2.912,2.912,2.912,1,0.91,0.91,0.91,0.91,1
Woonsocket,Consumer,52.96,52.96,52.96,52.96,1,20.1248,20.1248,20.1248,20.1248,1
Woonsocket,Corporate,47.53,142.59,51.45,45.36,3,19.5181,58.5543,22.89,13.8915,3
Yonkers,Consumer,572.4050769230769,7441.266,4899.93,10.896,13,205.62542307692308,2673.1305,2400.9657,-264.9208,13
Yonkers,Home Office,108.2,216.4,163.96,52.44,2,47.312599999999996,94.62519999999999,70.5028,24.1224,2
York,Corporate,163.5956,817.978,422.058,37.896,5,-20.433839999999996,-102.16919999999999,23.7742,-50.8704,5
Yucaipa,Corporate,50.8,50.8,50.8,50.8,1,13.208,13.208,13.208,13.208,1
Yuma,Corporate,98.012,196.024,185.528,10.496,2,24.940949999999997,49.881899999999995,48.7011,1.1808,2
Yuma,Home Office,322.4205,644.841,599.985,44.856,2,-257.9364,-515.8728,-35.8848,-479.988,2
